id,"cod_jud","denumire_uat","nr_sv","sediu",lat,long,"adresa"
137,"AG","Lucieni","AG348","Şcoala Lucieni",45.1351984600,25.1125799100,"UAT: HÂRTIEŞTI, Localitate: LUCIENI"
138,"AG","Izvoru","AG350","Şcoala Gimnazială Elena Davila Perticari",44.4938888200,25.0637610200,"UAT: IZVORU, Localitate: IZVORU, Artera: Strada Principală, Nr: 753"
139,"AG","Izvoru","AG351","Şcoala Gimnazială Elena Davila Perticari",44.4938888200,25.0637610200,"UAT: IZVORU, Localitate: IZVORU, Artera: Strada Principală, Nr: 753"
140,"AG","Leordeni","AG352","PRIMĂRIE",44.7918064700,25.1282177400,"UAT: LEORDENI, Localitate: LEORDENI"
141,"AG","Budişteni","AG353","CENTRUL CULTURAL MULTIFUNCȚIONAL BUDIŞTENI",44.8085902400,25.1543069900,"UAT: LEORDENI, Localitate: BUDIŞTENI"
142,"AG","Ciulniţa","AG355","ŞCOALA CIULNIŢA",44.7875321900,25.1466444600,"UAT: LEORDENI, Localitate: CIULNIŢA"
143,"AB","Petrisat","AB90","Şcoala Primară Petrisat",46.1924391400,23.9170217600,"UAT: MUNICIPIUL BLAJ, Localitate: PETRISAT, Nr: 24"
144,"AB","Alba Iulia","AB16","Seminarul Teologic Ortodox „Sfântul Simion Ştefan",46.0717211700,23.5524702700,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Bulevardul Transilvaniei (Bulevardul Transilvania), Nr: 36A"
145,"AB","Alba Iulia","AB17","Şcoala gimnazială„Ion Agârbiceanu",46.0685194200,23.5606695900,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Vasile Goldiş (Strada Narciselor), Nr: 14"
146,"AB","Alba Iulia","AB18","Şcoala gimnazială„Ion Agârbiceanu",46.0685194200,23.5606695900,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Vasile Goldiş (Strada Narciselor), Nr: 14"
147,"AB","Alba Iulia","AB19","Grădiniţa cu program prelungit nr.11",46.0687788000,23.5592322100,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Vasile Goldiş (Strada Narciselor), Nr: 14B"
148,"AB","Alba Iulia","AB20","Grădiniţa cu program prelungit step by step nr.12",46.0739851900,23.5610312200,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Ştefan cel Mare (Strada Mesteacănului), Nr: 11"
149,"AB","Alba Iulia","AB21","Grădiniţa cu program prelungit step by step nr.12",46.0739851900,23.5610312200,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Ştefan cel Mare (Strada Mesteacănului), Nr: 11"
150,"AB","Alba Iulia","AB22","Şcoala gimnazială „Mihai Eminescu",46.0752130400,23.5599918100,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Toporaşilor (Strada Petru Rareş), Nr: 18"
151,"AB","Alba Iulia","AB23","Şcoala gimnazială „Mihai Eminescu",46.0752130400,23.5599918100,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Toporaşilor (Strada Petru Rareş), Nr: 18"
152,"AB","Alba Iulia","AB24","Grădiniţa cu program prelungit nr.13",46.0755880100,23.5607614000,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Energiei (Strada Mareşal Ion Antonescu), Nr: 21"
153,"AB","Alba Iulia","AB25","Grădiniţa cu program prelungit nr.13",46.0755880100,23.5607614000,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Energiei (Strada Mareşal Ion Antonescu), Nr: 21"
154,"AB","Alba Iulia","AB26","Liceul cu program sportiv",46.0766719900,23.5646357000,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Ştefan cel Mare (Strada Mesteacănului), Nr: 25"
155,"AB","Alba Iulia","AB34","Grădiniţa cu program normal nr. 10",46.0811763000,23.5717953100,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Gheorghe Şincai (Strada Muncii), Nr: 21"
156,"AB","Tiur","AB91","Şcoala Gimnazială Simion Bărnuţiu Tiur",46.1596287100,23.8850244100,"UAT: MUNICIPIUL BLAJ, Localitate: TIUR, Nr: 213"
157,"DB","Brezoaele","DB153","ȘCOALA GIMNAZIALĂ BREZOAELE",44.5770610200,25.7450658700,"UAT: BREZOAELE, Localitate: BREZOAELE, Nr: 218"
158,"CT","Mangalia","CT215","Baza Spotivă Pescăruș",43.8066630000,28.5778618100,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Strada Negru Vodă, Nr: 41"
159,"CT","Mangalia","CT214","Grup Școlar Industrial Ion Bănescu",43.8040502900,28.5754387200,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Strada Portului, Nr: 19"
160,"CT","Mangalia","CT216","Școala Generală Nr.3",43.8094643600,28.5747189200,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Strada Albatros, Nr: 10"
161,"CT","Mangalia","CT217","Școala Generală Nr.3",43.8094643600,28.5747189200,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Strada Albatros, Nr: 10"
162,"CT","Mangalia","CT218","Grădinița Nr.3",43.8090687500,28.5739131000,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Bulevardul 1 Decembrie 1918 (Bulevardul 30 Decembrie), Nr: 62"
163,"CT","Mangalia","CT228","Școala Generală nr.5",43.8157818500,28.5824508600,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Şoseaua Constanţei (Strada Oltului), Nr: 27"
164,"CT","Mangalia","CT229","Fundația pentru Tineret",43.8174988500,28.5824603400,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Şoseaua Constanţei (Strada Oltului), Nr: 29B"
165,"CT","Mangalia","CT230","Hotel Mangalia",43.8163540000,28.5865688100,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Strada Matei Basarab, Nr: 3A"
166,"CT","Mangalia","CT231","Club Spital Mangalia",43.8174897000,28.5863197100,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Strada George Emil Palade, Nr: 30"
167,"CT","Mangalia","CT232","Grădinița Callatis",43.8250029200,28.5834228100,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Strada Rozelor, Nr: 42A"
168,"CT","Mangalia","CT233","Liceul Callatis",43.8242809000,28.5841984800,"UAT: MUNICIPIUL MANGALIA, Localitate: MANGALIA, Artera: Strada Rozelor, Nr: 42"
169,"CT","Neptun","CT235","Gradinita nr. 5 Neptun",43.8633056000,28.5954261100,"UAT: MUNICIPIUL MANGALIA, Localitate: NEPTUN, Artera: Strada Plopilor, Nr: 12 A"
170,"CT","Neptun","CT236","Grădinița nr. 5 Neptun",43.8633056000,28.5954261100,"UAT: MUNICIPIUL MANGALIA, Localitate: NEPTUN, Artera: Strada Plopilor, Nr: 12 A"
171,"CT","Medgidia","CT237","CASA DE CULTURĂ I.N.ROMAN",44.2476441500,28.2699565700,"UAT: MUNICIPIUL MEDGIDIA, Localitate: MEDGIDIA, Artera: Strada Republicii, Nr: 36"
172,"CT","Pietreni","CT430","Fost Sediu C.A.P. Pietreni",44.0962418500,28.0667701100,"UAT: DELENI, Localitate: PIETRENI, Nr: 130"
173,"CT","Dobromir","CT433","CĂMINUL CULTURAL DOBROMIR -",44.0211034000,27.7814056200,"UAT: DOBROMIR, Localitate: DOBROMIR"
174,"BV","Rupea","BV266","Club Muncitoresc Brafor Gara Rupea",46.0187302800,25.2744669800,"UAT: ORAŞ RUPEA, Localitate: RUPEA, Artera: Strada Muncii, Nr: 23"
175,"BV","Fişer","BV267","Scoala Primara Fiser",46.0789333100,25.1491875100,"UAT: ORAŞ RUPEA, Localitate: FIŞER, Nr: 227"
176,"BV","Victoria","BV268","PRIMARIA VICTORIA",45.7275212900,24.7005695500,"UAT: ORAŞ VICTORIA, Localitate: VICTORIA, Artera: Strada Stadionului, Nr: 14"
177,"BV","Victoria","BV270","Şcoala Gimnaziala Victoria",45.7296902400,24.6999070000,"UAT: ORAŞ VICTORIA, Localitate: VICTORIA, Artera: Strada 1 Decembrie 1918 (Strada Bujorului), Nr: 2"
178,"BV","Victoria","BV269","LICEUL TEORETIC I.C. DRĂGUȘANU",45.7294488000,24.6977365800,"UAT: ORAŞ VICTORIA, Localitate: VICTORIA, Artera: Strada 1 Decembrie 1918 (Strada Bujorului), Nr: 8"
179,"BV","Victoria","BV271","Colegiul Tehnic Dr. Alexandru Bărbat",45.7286337200,24.7047301000,"UAT: ORAŞ VICTORIA, Localitate: VICTORIA, Artera: Strada Salcîmilor, Nr: 2"
180,"BV","Victoria","BV272","Grădiniţa nr. 1",45.7263067000,24.7031428100,"UAT: ORAŞ VICTORIA, Localitate: VICTORIA, Artera: Strada Libertăţii, Nr: 1"
181,"BV","Zărneşti","BV273","GRĂDINIŢA BOBOCEL",45.5562035300,25.3144957500,"UAT: ORAŞ ZĂRNEŞTI, Localitate: ZĂRNEŞTI, Artera: Strada Grui, Nr: NR. 4"
182,"BV","Zărneşti","BV274","LICEUL TEORETIC M.I.MEŢIANU - corp A",45.5593575700,25.3167937200,"UAT: ORAŞ ZĂRNEŞTI, Localitate: ZĂRNEŞTI, Artera: Strada Dr. Ioan Senchea (Strada Caraiman), Nr: 23"
183,"BV","Zărneşti","BV275","LICEUL TEORETIC M.I.MEŢIANU - corp B",45.5607476000,25.3158943100,"UAT: ORAŞ ZĂRNEŞTI, Localitate: ZĂRNEŞTI, Artera: Strada Dr. Tiberiu Spîrchez (Strada 6 Martie), Nr: 2"
184,"BV","Zărneşti","BV276","LICEUL TEORETIC M.I.MEŢIANU - corp B",45.5607476000,25.3158943100,"UAT: ORAŞ ZĂRNEŞTI, Localitate: ZĂRNEŞTI, Artera: Strada Dr. Tiberiu Spîrchez (Strada 6 Martie), Nr: 2"
185,"BV","Zărneşti","BV277","CASA DE CULTURĂ",45.5608560800,25.3176595000,"UAT: ORAŞ ZĂRNEŞTI, Localitate: ZĂRNEŞTI, Artera: Strada Mitropolit Ion Metianu (Strada Republicii), Nr: 9"
186,"BV","Zărneşti","BV278","GRĂDINIŢA VOINICELUL NR. 2",45.5594831100,25.3202256800,"UAT: ORAŞ ZĂRNEŞTI, Localitate: ZĂRNEŞTI, Artera: Strada Dr. Ioan Senchea (Strada Caraiman), Nr: 61"
187,"BV","Zărneşti","BV279","CLUBUL PENSIONARILOR - Caraiman",45.5574982700,25.3174741200,"UAT: ORAŞ ZĂRNEŞTI, Localitate: ZĂRNEŞTI, Artera: Strada Zorilor"
188,"BV","Zărneşti","BV281","ŞCOALA GIMNAZIALĂ NR. 3 POMPILIU DAN-corp A",45.5620893900,25.3270556500,"UAT: ORAŞ ZĂRNEŞTI, Localitate: ZĂRNEŞTI, Artera: Strada Mitropolit Ion Metianu (Strada Republicii), Nr: 115"
189,"BV","Tohanu Nou","BV287","CĂMINUL CULTURAL TOHANUL NOU",45.5524433600,25.3822357000,"UAT: ORAŞ ZĂRNEŞTI, Localitate: TOHANU NOU"
190,"CS","Teregova","CS338","Liceul Tehnologic Sf. Dimitrie",45.1474364200,22.2839676000,"UAT: TEREGOVA, Localitate: TEREGOVA"
191,"CS","Ticvaniu Mare","CS343","Casa de Cultură Virgil Birou",45.1393828800,21.6383017900,"UAT: TICVANIU MARE, Localitate: TICVANIU MARE"
192,"CS","Cârnecea","CS340","Şcoala cu clasele I - IV",45.2003622100,21.6319405300,"UAT: TICVANIU MARE, Localitate: CÂRNECEA"
193,"CS","Secăşeni","CS341","Şcoala cu clasele I - IV",45.1781861400,21.6949307700,"UAT: TICVANIU MARE, Localitate: SECĂŞENI"
194,"CS","Ticvaniu Mic","CS342","Şcoala cu clasele I - IV",45.1158785400,21.6494888800,"UAT: TICVANIU MARE, Localitate: TICVANIU MIC"
195,"CS","Topleţ","CS344","Căminul Cultural",44.7971246000,22.3956994100,"UAT: TOPLEŢ, Localitate: TOPLEŢ, Nr: 155"
196,"CS","Bârza","CS345","Şcoala Primara Bîrza",44.8112175000,22.3874508100,"UAT: TOPLEŢ, Localitate: BÂRZA, Nr: 95"
197,"CS","Turnu Ruieni","CS346","Căminul Cultural Turnu Ruieni",45.3899912800,22.3343681300,"UAT: TURNU RUIENI, Localitate: TURNU RUIENI"
198,"CS","Borlova","CS347","Căminul Cultural-Borlova",45.3668757000,22.3503146100,"UAT: TURNU RUIENI, Localitate: BORLOVA"
199,"CS","Dalci","CS348","Şcoala Primara Dalci",45.4133697000,22.3103289100,"UAT: TURNU RUIENI, Localitate: DALCI"
200,"CS","Zerveşti","CS349","Căminul Cultural Zervesti",45.4059230800,22.2915021600,"UAT: TURNU RUIENI, Localitate: ZERVEŞTI"
201,"CS","Zlagna","CS350","Căminul Cultural-Zlagna",45.3775875800,22.2981107000,"UAT: TURNU RUIENI, Localitate: ZLAGNA"
202,"CS","Văliug","CS351","Şcoala Gimnazială Petre Sava Bălean",45.2293519400,22.0320068800,"UAT: VĂLIUG, Localitate: VĂLIUG, Nr: 57"
203,"CS","Vărădia","CS352","Căminul Cultural Vărădia",45.0846644200,21.5435426200,"UAT: VĂRĂDIA, Localitate: VĂRĂDIA, Nr: 178"
204,"CS","Mercina","CS353","Clădirea administraţiei locale",45.0623329000,21.5357185100,"UAT: VĂRĂDIA, Localitate: MERCINA"
205,"CS","Vermeş","CS356","Sala de Sport",45.5215388700,21.6602473600,"UAT: VERMEŞ, Localitate: VERMEŞ, Nr: 182"
206,"CS","Ersig","CS354","Şcoala Primară Ersig",45.5038413500,21.6213405700,"UAT: VERMEŞ, Localitate: ERSIG, Nr: 1"
207,"CS","Izgar","CS355","Şcoala Primară Izgar",45.5435854700,21.6057535900,"UAT: VERMEŞ, Localitate: IZGAR, Nr: 1"
208,"CS","Vrani","CS357","Căminul Cultural Vrani",45.0412401700,21.4883812900,"UAT: VRANI, Localitate: VRANI"
209,"CS","Ciortea","CS358","SCOALA PRIMARA CIORTEA",45.0314633800,21.4487184900,"UAT: VRANI, Localitate: CIORTEA"
210,"CS","Zăvoi","CS359","Căminul Cultural-ZAVOI",45.5247755000,22.4089833100,"UAT: ZĂVOI, Localitate: ZĂVOI, Nr: 47"
211,"BH","Nojorid","BH458","ȘCOALA GIMNAZIALĂ NR 1 NOJORID str. Principală nr 185 loc. Nojorid",46.9940262200,21.8823805900,"UAT: NOJORID, Localitate: NOJORID, Nr: 107"
212,"BH","Apateu","BH460","SCOALA CU CLASELE I-IV APATEU , loc. Apateu nr 41",46.9685018000,21.9256996500,"UAT: NOJORID, Localitate: APATEU"
213,"BH","Chişirid","BH461","ȘCOALA CU CL. I-IV CHIȘIRID, loc Chișirid nr 168",46.9695156000,21.8899605100,"UAT: NOJORID, Localitate: CHIŞIRID"
214,"BH","Leş","BH462","ȘCOALA PRIMARĂ NR.1",46.9644116000,21.8389301000,"UAT: NOJORID, Localitate: LEŞ, Nr: 139"
215,"BH","Livada De Bihor","BH463","GRĂDINIȚA - LIVADA DE BIHOR loc. Livada de Bihor nr. 228",47.0096617200,21.8047985700,"UAT: NOJORID, Localitate: LIVADA DE BIHOR"
216,"BH","Păuşa","BH464","ȘCOALA CU CL.I-IV PĂUȘA , nr 37/B",46.9475771000,21.8690696100,"UAT: NOJORID, Localitate: PĂUŞA"
217,"BH","ŞAuaieu","BH465","ȘCOALA CU CL. I-IV ȘAUAIEU, loc. Șauaieu nr 101",46.9374028000,21.9175614700,"UAT: NOJORID, Localitate: ŞAUAIEU"
218,"BH","Olcea","BH466","ŞCOALA GIMNAZIALĂ NR. 1 OLCEA",46.6833985900,21.9830295100,"UAT: OLCEA, Localitate: OLCEA, Nr: 229"
219,"BH","Călacea","BH467","ŞCOALA GIMNAZIALĂ NR. 2 CĂLACEA",46.6752649400,21.9277356400,"UAT: OLCEA, Localitate: CĂLACEA, Nr: 105"
220,"BH","Hodişel","BH468","ŞCOALA PRIMARĂ NR. 1 HODIŞEL",46.6483014800,22.0473926700,"UAT: OLCEA, Localitate: HODIŞEL, Nr: 143"
221,"BH","Ucuriş","BH469","GRĂDINIŢA CU PROGRAM NORMAL NR. 4 UCURIŞ",46.6394452000,21.9561356100,"UAT: OLCEA, Localitate: UCURIŞ, Nr: 258"
222,"BH","Oşorhei","BH470","ȘCOALA GIMNAZIALA „AUREL POP OȘORHEI",47.0413183300,22.0285383600,"UAT: OŞORHEI, Localitate: OŞORHEI, Nr: 109"
223,"BH","Oşorhei","BH471","ȘCOALA GIMNAZIALA „AUREL POP OȘORHEI",47.0413183300,22.0285383600,"UAT: OŞORHEI, Localitate: OŞORHEI, Nr: 109"
224,"BH","Alparea","BH472","Școala Primară nr.1 Alparea",47.0297677100,22.0472046400,"UAT: OŞORHEI, Localitate: ALPAREA, Nr: 23"
225,"BH","Cheriu","BH473","Școala Primară nr.2 Cheriu",47.0130218500,22.0203675700,"UAT: OŞORHEI, Localitate: CHERIU, Nr: 154"
226,"BH","Felcheriu","BH474","Cămin Cultural Felcheriu",46.9957592200,22.0777181900,"UAT: OŞORHEI, Localitate: FELCHERIU, Nr: 48"
227,"BH","Fughiu","BH475","Cămin Cultural Fughiu",47.0568792100,22.0445165100,"UAT: OŞORHEI, Localitate: FUGHIU, Nr: 77"
228,"BH","Paleu","BH476","ȘCOALA CU CLASELE I-IV",47.1149930000,21.9570521100,"UAT: PALEU, Localitate: PALEU, Nr: 20"
229,"BH","Săldăbagiu De Munte","BH478","ȘCOALA CU CLASELE I-IV",47.0904599500,21.9794779200,"UAT: PALEU, Localitate: SĂLDĂBAGIU DE MUNTE, Nr: 80"
230,"BH","Uileacu De Munte","BH477","ȘCOALA CU CLASELE I-IV",47.1187544700,21.9957512100,"UAT: PALEU, Localitate: UILEACU DE MUNTE, Nr: 60"
231,"DJ","Fărcaş","DJ347","CAMINUL CULTURAL FARCAS",44.6079288200,23.7449435900,"UAT: FĂRCAŞ, Localitate: FĂRCAŞ"
232,"DJ","Golumbu","DJ348","SCOALA GENERALA GOLUMBU",44.6294764700,23.7497004200,"UAT: FĂRCAŞ, Localitate: GOLUMBU"
233,"DJ","Craiova","DJ19","GRADINIŢA CU PROGRAM NORMAL PRICHINDEL(FOSTA NR. 55) – STRUCTURĂ A ŞCOLII GIMNAZIALE MIHAI EMINESCU (FOSTA NR.37)",44.3120427700,23.8403339900,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Ion Ţuculescu, Nr: 2"
234,"DJ","Craiova","DJ20","LICEUL TEORETIC HENRI COANDĂ",44.3111022700,23.8216273100,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Henri Coandă (Strada Humuleşti), Nr: 48"
235,"DJ","Craiova","DJ21","LICEUL TEORETIC HENRI COANDĂ",44.3111022700,23.8216273100,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Henri Coandă (Strada Humuleşti), Nr: 48"
236,"DJ","Craiova","DJ22","LICEUL TEORETIC HENRI COANDĂ",44.3111022700,23.8216273100,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Henri Coandă (Strada Humuleşti), Nr: 48"
237,"DJ","Craiova","DJ23","LICEUL TEHNOLOGIC UCECOM „SPIRU HARET",44.3084225900,23.8227560700,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Electroputere, Nr: 2"
238,"DJ","Craiova","DJ24","LICEUL VOLTAIRE",44.3064809000,23.8227566300,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Electroputere, Nr: 21"
239,"DJ","Craiova","DJ25","LICEUL VOLTAIRE",44.3064809000,23.8227566300,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Electroputere, Nr: 21"
240,"DJ","Craiova","DJ26","GRADINIŢA DE COPII CU PROGRAM PRELUNGIT ELENA FARAGO(FOSTA NR.41)",44.3045439400,23.8180649700,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Revoluţiei, Nr: 15"
241,"DJ","Craiova","DJ27","GRADINIŢA DE COPII CU PROGRAM PRELUNGIT ELENA FARAGO(FOSTA NR. 41)",44.3045439400,23.8180649700,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Revoluţiei, Nr: 15"
242,"DJ","Craiova","DJ28","ŞCOALA GIMNAZIALĂ „NICOLAE ROMANESCU",44.3065100000,23.8160028200,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Vîntului, Nr: 3"
243,"DJ","Craiova","DJ29","GRADINIŢA CU PROGRAM PRELUNGIT ION CREANGA (FOSTA NR. 42)",44.3064801200,23.8137239000,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Aurel Vlaicu, Nr: 10"
244,"DJ","Craiova","DJ30","ŞCOALA GIMNAZIALĂ NICOLAE ROMANESCU (FOSTA NR. 29)",44.3043586300,23.8140749600,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Caracal, Nr: 81"
245,"DJ","Craiova","DJ31","ŞCOALA GIMNAZIALĂ NICOLAE ROMANESCU (FOSTA NR. 29)",44.3043586300,23.8140749600,"UAT: MUNICIPIUL CRAIOVA, Localitate: CRAIOVA, Artera: Strada Caracal, Nr: 81"
246,"DJ","Galicea Mare","DJ349","ȘCOALA GIMNAZIALĂ CORP 3",44.0963720000,23.3083153100,"UAT: GALICEA MARE, Localitate: GALICEA MARE, Nr: 2"
247,"AB","Certege","AB129","Şcoala Primară Certege",46.4100895200,23.0319416200,"UAT: ORAŞ CÂMPENI, Localitate: CERTEGE, Nr: F.N."
248,"AB","Mihoeşti","AB130","Şcoala Primară Mihoeşti",46.3714924500,23.0224593400,"UAT: ORAŞ CÂMPENI, Localitate: MIHOEŞTI, Nr: F.N."
249,"AB","Cugir","AB136","ȘCOALA GIMNAZIALĂ NR.3 CUGIR",45.8438100000,23.3607190000,"UAT: ORAŞ CUGIR, Localitate: CUGIR, Artera: Strada Doinei, Nr: 3"
250,"AB","Alba Iulia","AB31","Bazin Olimpic",46.0808968500,23.5664034300,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Bulevardul Republicii (Bulevardul Victoriei), Nr: 3"
251,"AB","Alba Iulia","AB35","Colegiul Tehnic „Dorin Pavel Scoala generala nr. 9",46.0769494100,23.5801017700,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Tudor Vladimirescu (Bulevardul Regele Carol I, Bulevardul Tudor Vladimirescu), Nr: 39"
252,"AB","Alba Iulia","AB36","Colegiul Tehnic „Dorin Pavel",46.0769494100,23.5801017700,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Tudor Vladimirescu (Bulevardul Regele Carol I, Bulevardul Tudor Vladimirescu), Nr: 39"
253,"AB","Alba Iulia","AB37","Grădiniţa cu program prelungit nr.16",46.0866428100,23.5864595800,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Tudor Vladimirescu (Bulevardul Regele Carol I, Bulevardul Tudor Vladimirescu), Nr: 143"
254,"AB","Alba Iulia","AB38","Colegiul Tehnic „Alexandru Domsa",46.0873187100,23.5871063200,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Tudor Vladimirescu (Bulevardul Regele Carol I, Bulevardul Tudor Vladimirescu), Nr: 143"
255,"AB","Alba Iulia","AB39","Colegiul Tehnic „Alexandru Domsa",46.0873187100,23.5871063200,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Tudor Vladimirescu (Bulevardul Regele Carol I, Bulevardul Tudor Vladimirescu), Nr: 143"
256,"AB","Alba Iulia","AB41","SC Florida Impex SRL",46.0881400800,23.5590266000,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Calea Moţilor, Nr: 176"
257,"AB","Alba Iulia","AB42","Grădiniţa cu program normal nr.5Partoş",46.0424730500,23.5603357300,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Liliacului, Nr: 8"
258,"AB","Alba Iulia","AB43","Căminul pentru persoane vârstnice",46.0646909100,23.5456912400,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Lalelelor (Strada Dr. Ştefan Cicio Pop), Nr: 60"
259,"AB","Alba Iulia","AB30","Bazin Olimpic",46.0808968500,23.5664034300,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Bulevardul Republicii (Bulevardul Victoriei), Nr: 3"
260,"AB","Alba Iulia","AB29","Liceul cu program sportiv",46.0766719900,23.5646357000,"UAT: MUNICIPIUL ALBA IULIA, Localitate: ALBA IULIA, Artera: Strada Ştefan cel Mare (Strada Mesteacănului), Nr: 25"
261,"CT","Lespezi","CT435","ȘCOALA GEN CU CLS. I - IV LESPEZI",44.0191279300,27.8294437200,"UAT: DOBROMIR, Localitate: LESPEZI"
262,"CT","Pădureni","CT437","ȘCOALA GEN CU CLS. I - IV PĂDURENI",44.0510300500,27.8649452600,"UAT: DOBROMIR, Localitate: PĂDURENI"
263,"CT","Medgidia","CT238","GRĂDINIŢA NR.1 -BILINGVĂ ROMANO-TURCA",44.2441102400,28.2736020100,"UAT: MUNICIPIUL MEDGIDIA, Localitate: MEDGIDIA, Artera: Strada Mărgăritarului, Nr: 16"
264,"CT","Medgidia","CT240","ŞCOALA MIHAIL SADOVEANU",44.2438043300,28.2819140800,"UAT: MUNICIPIUL MEDGIDIA, Localitate: MEDGIDIA, Artera: Strada Siretului, Nr: 94"
265,"CT","Medgidia","CT241","ŞCOALA MIHAIL SADOVEANU",44.2438043300,28.2819140800,"UAT: MUNICIPIUL MEDGIDIA, Localitate: MEDGIDIA, Artera: Strada Siretului, Nr: 94"
266,"CT","Medgidia","CT242","ŞCOALA GIMNAZIALĂ MIHAIL SADOVEANU",44.2438043300,28.2819140800,"UAT: MUNICIPIUL MEDGIDIA, Localitate: MEDGIDIA, Artera: Strada Siretului, Nr: 94"
267,"CT","Medgidia","CT243","GRĂDINIŢA NR.8",44.2445988900,28.2927239100,"UAT: MUNICIPIUL MEDGIDIA, Localitate: MEDGIDIA, Artera: Strada Poporului, Nr: FN"
268,"CT","Medgidia","CT244","LICEUL TEHNOLOGIC DRAGOMIR HURMUZESCU",44.2431523300,28.2955110000,"UAT: MUNICIPIUL MEDGIDIA, Localitate: MEDGIDIA, Artera: Strada Poporului, Nr: 1"
269,"CT","Medgidia","CT245","ŞCOALA CONSTANTIN BRÂNCUŞI",44.2439966400,28.2712840500,"UAT: MUNICIPIUL MEDGIDIA, Localitate: MEDGIDIA, Artera: Strada Kemal Agi Amet, Nr: 26"
270,"CT","Medgidia","CT247","LICEUL TEORETIC NICOLAE BĂLCESCU",44.2408907900,28.2705402300,"UAT: MUNICIPIUL MEDGIDIA, Localitate: MEDGIDIA, Nr: 2"
271,"CT","Medgidia","CT250","ŞCOALA MIRCEA DRAGOMIRESCU",44.2401170000,28.2739164100,"UAT: MUNICIPIUL MEDGIDIA, Localitate: MEDGIDIA, Artera: Strada Ion Creangă (Strada Bordei), Nr: 15"
